text,date
복주머니를 찾아라! 2월의 출첵 이벤트,2018.02.01~2018.02.28
"2월엔 2시간 거리의 일본,러시아 여행!",2018.02.01~2018.02.28
"요즘 가장 핫한 여행지, 베트남 미리 예약!",2018.02.01~2018.02.28
"가까운 국내로, 가볍게 떠나요~ 국내 호텔 할인 혜택!",2018.02.06~2018.02.28
100% 증정! 키즈곰곰 창의 교육 그림책,2018.02.01~2018.02.28
"메리츠 치아보험, 3만원까지 캐시백 이벤트!",2018.02.01~2018.02.28
삼성 디지털프라자 혜택,2018.02.01~2018.02.28
설맞이 쇼핑은 삼성카드로! 혜택으로 홀가분해지세요~,2018.02.01~2018.02.28
LG 페이 × 삼성카드 캐시백 이벤트,2018.02.01~2018.02.28
베이비스토리 50만 돌파 – 축하글 남기면 육아용품 행운!,2018.02.14~2018.02.28
일시불로 새 차 살 때 1.2%까지 캐시백받자!,2018.02.01~2018.02.28
새해에 떠나기 좋은 국내여행 추천!,2018.01.15~2018.02.28
"총 2,000분께! 아지냥이 겨울운동회 출전하고, 경품받고!",2018.02.01~2018.02.28
일부결제금액이월약정(리볼빙) 온라인 신청 이벤트,2018.02.19~2018.02.28
인터파크에서 휴대전화를 저렴하게 구매하세요,2018.02.01~2018.02.28
분할납부서비스 이용하면 상품권 행운!,2018.02.05~2018.02.28
세이프케어상품 가입 이벤트!,2018.02.01~2018.02.28
"카드 그 이상의 혜택, 아메리칸 엑스프레스 골드 카드!",2018.02.01~2018.02.28
"앱 알림 동의하면, 던킨도너츠 행운!",2018.02.01~2018.02.28
Luggage tag GIFT,2018.01.02~2018.02.28
지금이 괌 자유여행 예약 기회!,2018.02.01~2018.02.28
"쇼핑케어 가입 선물, 신세계상품권으로 쇼핑!",2018.02.01~2018.02.28
파파존스×삼성카드 2만원의 행복!,2018.02.07~2018.02.28
"사업자를 위한 편리한 인터넷 장부, 캐시맵 실속 혜택!",2017.09.11~2018.02.28
taste BY FOUR SEASONS 멤버십 1개월 이용권 혜택,2018.01.02~2018.02.28
100여 종의 매거진이 첫 달 무료!,2018.02.01~2018.02.28
교보라이프플래닛생명 연금저축보험 가입 상품권 이벤트,2018.01.02~2018.02.28
"휴대전화, 실속있고 저렴하게 구매하는 방법",2018.02.01~2018.02.28
이자율 할인? 예약이 답!,2018.02.01~2018.02.26
삼성생명 다이렉트 보험 상품권 이벤트,2018.01.02~2018.02.25
AIG여보 해외여행보험 캐시백 이벤트,2018.02.01~2018.02.25
Chubb 해외여행보험 캐시백 이벤트,2018.02.01~2018.02.25
게이트 영화예매권 2매 행운을 놓치지 마세요~,2018.02.05~2018.02.21
셰이프 오브 워터: 사랑의 모양 영화예매권 2매 당첨 기회-,2018.01.30~2018.02.18
크리스피 크림 도넛 1+1,2018.02.09~2018.02.18
설 선물 고민? 정관장MALL에서 할인받고 해결!,2018.01.26~2018.02.18
삼성카드 비즈몰 2018 설 기획전,2018.01.29~2018.02.18
현대해상 주유권 증정 프로모션,2018.02.01~2018.02.18
새봄의 인연 찾기! 가연 미팅파티!,2018.01.29~2018.02.18
발급선물에 캐시백 이벤트까지- 홈플러스 제휴 삼성카드를 만들 기회!,2018.01.04~2018.02.18
덕담보다 더 좋은 삼성카드 설 혜택 모음,2018.02.01~2018.02.18
"삼성카드'S PICK, WINE PROMOTION",2018.02.08~2018.02.14
"봄 여행 준비하세요- 추천은 대만, 프랑스!",2018.01.02~2018.02.14
"삼성카드'S PICK, WINE PROMOTION",2018.02.05~2018.02.14
삼성카드 여행 예약률 1위! 괌 PIC 리조트 혜택!,2018.01.24~2018.02.14
삼성카드 영랩 해외원정대06 무비트립 in 사이판,2018.01.11~2018.02.11
아고다 국내호텔 특가 이벤트,2017.12.28~2018.02.09
아이와 함께 가면 정말 좋은 세부 여행!,2018.01.12~2018.02.08
"고객만족 BEST상품으로, 겨울 여행 고민 끝!",2017.12.28~2018.01.31
"MG손해보험 2030보험 10,000캐시백 이벤트",2018.01.02~2018.01.31
롯데월드 자유이용권 할인!,2018.01.01~2018.01.31
삼성 디지털프라자 혜택,2018.01.01~2018.01.31
"차 살 땐, 다이렉트 오토할부- 낮은 할부금리와 캐시백의 만남!",2018.01.02~2018.01.31
삼성화재 다이렉트 어린이보험 캐시백 이벤트,2018.01.02~2018.01.31
인생락서 론칭 기념 이벤트,2017.12.27~2018.01.31
MG손보 운전자보험[29플랜] 캐시백 이벤트,2018.01.02~2018.01.31
TLX PASS 멤버십 15% 할인 & 프리미엄 샐러드까지!,2017.12.01~2018.01.31
아지냥이 매일 100명 즉석당첨 행운!,2018.01.02~2018.01.31
"디지털 명세서 받으면, 2018개의 행운이!",2018.01.05~2018.01.31
삼성화재 다이렉트 운전자보험 캐시백 이벤트,2018.01.02~2018.01.31
"황금 강아지 짝 맞히기, 1월의 출첵 이벤트",2018.01.02~2018.01.31
롯데월드 아이스링크 입장료 1+1 혜택,2017.12.04~2018.01.31
스마트오토케어 가입하면 차량용 엔진오일 쿠폰 제공!,2018.01.01~2018.01.31
렌터카·와이파이·항공까지! 해외여행 혜택모음!,2017.12.28~2018.01.31
메리츠화재 의료실비보험 신세계상품권 이벤트,2018.01.02~2018.01.31
현대해상 주유권 증정 프로모션,2018.01.16~2018.01.31
"특가상품에 특별 혜택까지- 지금이, 여행 찬스!",2018.01.08~2018.01.31
LG 페이 × 삼성카드 캐시백 이벤트,2018.01.02~2018.01.31
"메리츠 치아보험, 3만원까지 캐시백 이벤트!",2018.01.02~2018.01.31
"필리핀, 프랑스 호텔 할인 받고 여유로운 여행!",2018.01.01~2018.01.31
해외 렌터카 할인 및 1일 무료 혜택으로 여행 출발!,2018.01.01~2018.01.31
"정보는 지키고, 커피는 챙기고!",2018.01.01~2018.01.31
Welcome to 2018 프리미엄 리워즈,2018.01.02~2018.01.31
"가족 여행 가기 딱 좋은, 서유럽,대만 특가!",2018.01.11~2018.01.31
"쇼핑케어 가입 선물, 신세계상품권으로 쇼핑!",2018.01.01~2018.01.31
삼성화재 다이렉트 자동차보험 모바일주유권 증정 이벤트,2018.01.05~2018.01.31
인터파크에서 휴대전화를 저렴하게 구매하세요,2018.01.01~2018.01.31
앱 알림 동의하면 CU모바일상품권 행운!,2018.01.01~2018.01.31
보험상품 공동구매 신청하면 아웃백 상품권 행운!,2018.01.02~2018.01.31
새해 첫 금융 이벤트 공개!,2018.01.02~2018.01.31
삼성프리미엄카드 현대프리미엄아울렛 우대 혜택,2017.08.01~2018.01.31
세이프케어상품 가입 이벤트!,2018.01.01~2018.01.31
100여 종의 매거진이 첫 달 무료!,2018.01.15~2018.01.31
1월에 자동차세 연납하고 10% 할인 꼭 챙기세요!,2018.01.01~2018.01.31
삼성화재 다이렉트 의료실비보험 상품권 이벤트,2018.01.02~2018.01.31
삼성 페이 3천원 캐시백 이벤트,2018.01.02~2018.01.31
다이렉트 자동차보험 가입하고 3만원 혜택받고!,2018.01.03~2018.01.31
"설 연휴엔 모두투어에서- 혜택 복, 여행 복 모두!",2018.01.02~2018.01.31
삼성화재 다이렉트 자동차보험 3만원 캐시백 이벤트,2018.01.03~2018.01.31
아지냥이 펫모델 콘테스트! 추천받으면 화보 촬영!,2017.12.15~2018.01.31
"풍성한 맛, 홀가분한 혜택! 하이 에그베이컨 버거 1+1",2018.01.24~2018.01.31
호텔 혜택 모음- 새해 여행도 삼성카드 여행과 함께!,2018.01.01~2018.01.31
"휴대전화, 실속있고 저렴하게 구매하는 방법",2018.01.01~2018.01.31
일시불로 새 차 살 때 1.2%까지 캐시백받자!,2018.01.02~2018.01.31
KB 매직카 다이렉트 3만원 캐시백 이벤트,2018.01.19~2018.01.31
2월 듀오 미팅파티,2017.12.18~2018.01.31
100% 증정! 키즈곰곰 창의 교육 그림책,2018.01.01~2018.01.31
"플래티늄 등급 회원님, MAGAZINE O를 꼭 경험하세요!",2018.01.15~2018.01.31
2018년 설은 홀가분하게 여행지에서 아침을!,2018.01.01~2018.01.31
UnionPay 새해 여행은 괌 에어텔 특가로 시작!,2017.12.15~2018.01.31
Chubb 해외여행보험 캐시백 이벤트,2018.01.08~2018.01.31
돈 많은 백수가 되고싶다 展 삼성카드 단독 입장료 할인!,2017.12.01~2018.01.28
달콤한 새해맞이! 크리스피 크림 도넛 1+1,2018.01.19~2018.01.28
개인사업자 회원을 위한 매일매일 추천상품,2018.01.22~2018.01.26
영화 '12솔져스' 영화관람권 추첨 이벤트,2018.01.09~2018.01.25
영화 '염력' 영화관람권 추첨 이벤트,2018.01.02~2018.01.22
개봉 전 미리 보는 '12 솔져스' 시사회,2018.01.15~2018.01.21
"영상 보고, 보험상품 제안 하고! 미션 행운 이벤트",2017.12.18~2018.01.21
1월 가연 미팅파티,2017.12.20~2018.01.21
"전세기·크루즈 겨울여행, 기회는 지금!",2017.12.08~2018.01.19
상해·일본·필리핀- 겨울 여행의 로망 실현!,2017.12.08~2018.01.19
따듯한 나라로 떠나는 혜택 가득한 겨울여행!,2017.12.14~2018.01.19
THE 1(Mercedes-Benz) 카드 캐시백 + 이용 프로모션,2017.10.23~2018.01.17
현대해상 주유권 증정 프로모션,2018.01.01~2018.01.15
아지냥이 뒹굴왕 이벤트,2017.12.18~2018.01.15
삼성카드 영랩 해외원정대05 무비트립 in 체코,2017.12.22~2018.01.09
플래티늄 등급 회원님만의 특권- MAGAZINE O를 신청하세요.,2018.01.03~2018.01.09
삼성카드 영랩 with 진에어 2탄 후쿠오카(기타큐슈) 완전 정복!,2017.12.18~2018.01.07
"부킹닷컴 10% 특가에 캐시백, 2주간의 호텔 예약혜택",2017.12.15~2017.12.31
"100만원 당 70,000원까지 할인 해외여행 혜택 챙기세요!",2016.12.08~2017.12.31
다이렉트 자동차보험 가입하고 2만원 혜택받고!,2017.12.04~2017.12.31
삼성 디지털프라자 혜택,2017.12.01~2017.12.31
"차 살 땐, 다이렉트 오토할부- 낮은 할부금리와 캐시백의 만남!",2017.12.01~2017.12.31
12월 롯데월드 자유이용권 우대가 혜택,2017.12.01~2017.12.31
"소득공제 혜택받고, 갤럭시 노트8 행운까지!",2017.12.18~2017.12.31
필리핀·미국 호텔 8% 할인받고 즐기는 따듯한 겨울 휴양!,2017.12.14~2017.12.31
삼성카드 여행에서 혜택 받고 준비하세요!,2016.12.01~2017.12.31
프리미엄 다이닝 10% 할인 프로모션,2017.01.01~2017.12.31
스타벅스 커피에 이용료 면제! 세이프케어 가입 혜택,2017.12.01~2017.12.31
스마트오토케어 가입하고 차량용 엔진오일 모바일교환권 받아가세요~,2017.12.01~2017.12.31
일시불로 새 차 살 때 1.5%까지 캐시백받자!,2017.12.01~2017.12.31
룰렛으로 즉석 경품 당첨! 12월의 출첵 이벤트,2017.12.01~2017.12.31
삼성앱카드 모바일 교통카드 추가 충전 이벤트,2017.11.13~2017.12.31
국세/지방세 납부도 삼성카드로 실속있게!,2017.07.01~2017.12.31
"할부에 이자율 할인까지- 새 차 살 땐, 오토할부플러스로 실속있게!",2017.10.01~2017.12.31
해외에서도 렌터카로 자유롭게! 1일 무료 및 할인 혜택,2017.11.01~2017.12.31
12월 메리츠다이렉트 주유권,2017.12.01~2017.12.31
화물복지 삼성카드 'SK 주유할인권' 이벤트,2017.09.15~2017.12.31
"부동산다이어트와 삼성카드가 만나면, 중개수수료 할인∙무이자할부!",2017.03.10~2017.12.31
스카이패스 제휴카드(3종) 대상 신세계인터넷면세점(명동점) 적립금 이벤트,2017.01.03~2017.12.31
"겨울 여행, 이때가 기회다!",2017.11.28~2017.12.31
새 차 구매의 기회- 수퍼오토할부 이자율 할인,2017.10.01~2017.12.31
삼성카드 X 착한화물 제휴 기념 이벤트,2017.03.01~2017.12.31
키즈곰곰 15만 회원 달성 기념 이벤트,2017.12.01~2017.12.31
"완벽한 휴가를 위한 실속 선택, 하나투어 클럽메드!",2017.07.01~2017.12.31
"생활앱 × 우버 할인쿠폰, 크레딧 행운 이벤트",2017.11.01~2017.12.31
"메리츠 치아보험, 3만원까지 캐시백 이벤트!",2017.12.01~2017.12.31
"휴대전화 사고, 요금 자동납부하면 18만원 할인",2017.11.01~2017.12.31
2017년 여행센터 할인 혜택 안내,2016.12.08~2017.12.31
MG손보 운전자보험[29플랜] 캐시백 이벤트,2017.11.01~2017.12.31
12월 한화다이렉트 보험료계산 프로모션,2017.12.01~2017.12.31
아멕스에서 제공하는 꼭 필요한 비즈니스혜택!,2017.07.14~2017.12.31
"어느 호텔이든 할인 받고, 실속있게 여행하세요",2017.12.13~2017.12.31
"MG손해보험 2030보험 10,000캐시백 이벤트",2017.11.01~2017.12.31
아지냥이 이모티콘 증정 이벤트,2017.12.01~2017.12.31
"스피드메이트 엔진오일 20,000원 할인에, 부동액 20% 할인까지!",2017.11.01~2017.12.31
MG손해보험 자동차보험료 캐시백 이벤트,2017.12.01~2017.12.31
메리츠화재 의료실비보험 신세계상품권 이벤트,2017.11.01~2017.12.31
"혜택 안내받고, 스타벅스 행운까지!",2017.12.01~2017.12.31
내 소중한 차를 위한 정비 서비스,2017.01.18~2017.12.31
SK매직에서 겨울준비 끝!,2017.11.06~2017.12.31
삼성화재 다이렉트 자동차보험 모바일주유권 증정 이벤트,2017.12.04~2017.12.31
인터파크에서 휴대전화를 저렴하게 구매하세요,2017.12.01~2017.12.31
"금융안심보상, 신규 가입 이벤트!",2017.12.01~2017.12.31
유니온페이 익스피디아 할인 프로모션,2017.12.08~2017.12.31
던킨도너츠 선물! 명의보호알림 혜택,2017.12.01~2017.12.31
UnionPay 2018년 새해 여행 특가 혜택,2017.12.05~2017.12.31
12월 현대해상주유권프로모션,2017.12.23~2017.12.31
삼성화재 다이렉트 운전자보험 캐시백 이벤트,2017.11.01~2017.12.31
"출발, 삼성카드 렌탈! 런칭 기념 이벤트",2017.11.01~2017.12.31
삼성화재 다이렉트 어린이보험 캐시백 이벤트,2017.11.01~2017.12.31
삼성화재 다이렉트 의료실비보험 상품권 이벤트,2017.11.01~2017.12.31
"쇼핑케어 가입 선물, 신세계상품권으로 쇼핑!",2017.12.01~2017.12.31
LG 페이 × 삼성카드 캐시백 이벤트,2017.12.01~2017.12.31
다이렉트보험 연말정산 퀴즈 이벤트,2017.12.01~2017.12.31
삼성카드 앱 로그인하면 스타벅스 커피 행운!,2017.12.18~2017.12.31
삼성생명 다이렉트 보험 상품권 이벤트,2017.11.01~2017.12.31
교보라이프플래닛생명 연금저축보험 가입 상품권 이벤트,2017.11.01~2017.12.31
렌터카·와이파이·항공까지! 해외여행 혜택모음 이벤트,2017.11.30~2017.12.31
"휴대전화, 실속있고 저렴하게 구매하는 방법",2017.12.01~2017.12.31
"금융 설문 응답하고, 경품 행운 잡고!",2017.12.01~2017.12.31
디지털 명세서 연말 감사 이벤트,2017.11.06~2017.12.31
KB 매직카 다이렉트 3만원 캐시백 이벤트,2017.12.01~2017.12.31
베이비스토리 11~12월 가입이벤트,2017.11.01~2017.12.31
삼성 프리미엄카드(3종) 대상 신세계인터넷면세점(명동점) 적립금 이벤트,2017.01.05~2017.12.31
AIG여보 해외여행보험 캐시백 이벤트,2017.11.23~2017.12.31
힐튼 남해 골프 & 스파 리조트 삼성프리미엄카드 특별가 혜택,2017.08.22~2017.12.30
동래베네스트 그린피 우대 프로모션,2017.07.21~2017.12.29
아고다 12월 국내호텔특가 이벤트,2017.12.14~2017.12.28
홀가분하게 즐기자! 통살 치킨 버거 1+1,2017.12.08~2017.12.28
4대 사회보험 자동납부 혜택,2017.11.01~2017.12.28
백두산 온천여행으로 색다른 겨울을 즐기세요!,2017.12.15~2017.12.27
삼성카드 셀렉트 41 베토벤 겨울연가 1+1 혜택,2017.11.06~2017.12.26
12월 현대해상 주유권 프로모션,2017.12.13~2017.12.22
크리스피 크림 도넛 1+1,2017.12.13~2017.12.22
"홍콩·뉴질랜드 겨울 여행, 이때가 기회다!",2017.11.27~2017.12.19
롯데월드 키즈파크 만원의 행복!,2017.11.23~2017.12.17
고객만족도 그랜드슬램 달성- 투표하면 경품 행운!,2017.12.04~2017.12.17
"중고차 살 때도, 스마트오토서비스로 캐시백!",2017.12.01~2017.12.17
"중고차도, 다이렉트 오토할부로! 사전 예약 이벤트",2017.11.27~2017.12.17
삼성 페이 X 삼성카드 갤럭시노트8 할인쿠폰 혜택,2017.09.07~2017.12.15
"THE 1 발급받고, AI 스피커 받으세요!",2017.11.01~2017.12.15
보험상품 제안하면 도미노피자 행운!,2017.11.30~2017.12.15
아지냥이 친구 추천하면 스타벅스 기프티콘 100% 증정!,2017.12.01~2017.12.14
LINK하고 겨울 하늘을 날자~ 진에어 항공권 특별가 혜택,2017.12.04~2017.12.13
한영애 콘서트 '바람' 티켓 추첨 이벤트,2017.11.24~2017.12.12
12월 현대해상 주유권 프로모션,2017.12.01~2017.12.12
블랙프라이데이 직구 경품 이벤트,2017.11.13~2017.12.12
삼성카드X스무디킹 1+1,2017.11.06~2017.12.10
"용돈 선물 데이터 선물, 용돈 충전 데이터 충전",2017.12.01~2017.12.10
THE BENEFIT Surprise 디지털 옥션 프로모션,2017.11.06~2017.12.05
아지냥이 회원가입하고 슈퍼 펫 쇼 2017 입장권 받아가세요!,2017.11.24~2017.12.05
삼성카드 셀렉트 40 뮤지컬 레베카,2017.09.28~2017.12.03
12월 가연 미팅파티,2017.11.01~2017.12.03
스타벅스 커피에 이용료 면제! 세이프케어 가입 혜택,2017.11.01~2017.11.30
2017 모두투어 온라인 여행박람회,2017.10.30~2017.11.30
100% 증정! 키즈곰곰 카카오톡 이모티콘 선물,2017.11.01~2017.11.30
11월 한화다이렉트 보험료계산 프로모션,2017.11.01~2017.11.30
일시불로 새 차 살 때 1.5%까지 캐시백받자!,2017.11.01~2017.11.30
"아지냥이 앱 다운로드 15만명 돌파 기념- 총 1,004명에게 쏩니다!",2017.11.01~2017.11.30
혜택을 부르는 삼성카드 여행! 가을여행 시작!,2017.09.27~2017.11.30
위클리셔츠 정기 배송 서비스 2주 무료 체험 혜택,2017.11.01~2017.11.30
다이렉트 오토할부 캐시백 혜택,2017.11.02~2017.11.30
코세라 10% 캐시백!,2017.11.01~2017.11.30
MG손해보험 자동차보험료 캐시백 이벤트,2017.11.10~2017.11.30
11월 롯데월드 자유이용권 우대가 혜택,2017.11.01~2017.11.30
11월 메리츠다이렉트 주유권,2017.11.01~2017.11.30
앱 알림 동의하면 스타벅스 커피 행운!,2017.11.01~2017.11.30
다이렉트오토 2.0%까지 캐시백 혜택!,2017.11.02~2017.11.30
다이렉트 자동차보험 가입하고 2만원 혜택받고!,2017.11.03~2017.11.30
"중고차 살 때도, 스마트오토서비스로 캐시백!",2017.11.01~2017.11.30
삼성카드 X 인터파크 제휴이벤트,2017.11.01~2017.11.30
차 살때 신차 10만원 캐시백!,2017.11.02~2017.11.30
"터뜨리면 나온다! 미니빔, NUGU",2017.11.01~2017.11.30
삼성 디지털프라자 혜택,2017.11.01~2017.11.30
어디로 갈까 고민하지 마세요~ 삼성카드 여행 추천상품으로 실속 혜택까지 누려 보세요!,2017.10.16~2017.11.30
바니스 뉴욕 10% 캐시백!,2017.11.01~2017.11.30
"전세계 호텔 5%·7%,태국·영국 호텔 8% 할인",2017.11.01~2017.11.30
"부킹닷컴 10% 특가에 캐시백, 2주간의 호텔 예약혜택",2017.11.16~2017.11.30
11월 현대해상주유권프로모션,2017.11.16~2017.11.30
"금융 쓰고, 경품 타고! 그뤠잇~",2017.11.01~2017.11.30
LG 페이 × 삼성카드 캐시백 이벤트,2017.11.01~2017.11.30
"가맹점 홈페이지 가입하고, 로그인만 해도 외식·커피 상품권 행운을 드려요",2017.11.01~2017.11.30
"등기사건 알리미 서비스 1년에 10,000원!",2017.10.24~2017.11.30
삼성카드 다이렉트 보험 연금저축보험 대전,2017.10.11~2017.11.30
"제주도를 누비거나, 골프 패키지를 누리거나-",2017.11.03~2017.11.30
KB 매직카 다이렉트 3만원 캐시백 이벤트,2017.11.01~2017.11.30
"쇼핑케어 가입 선물, 신세계상품권으로 쇼핑!",2017.11.10~2017.11.30
"걱정은 덜고, 달콤한 선물은 챙기고!",2017.11.01~2017.11.30
삼성화재 다이렉트 자동차보험 모바일주유권 증정 이벤트,2017.11.01~2017.11.30
"어느 호텔이든 할인 받고, 실속있게 여행하세요",2017.09.15~2017.11.30
"미리 준비하면, 함께 떠나면- 겨울 여행이 더 가벼워 진다!",2017.10.27~2017.11.30
도전! 홀가분 디지털 미션,2017.11.10~2017.11.30
다이렉트 오토할부 11월 혜택 모음,2017.11.02~2017.11.30
"메리츠 치아보험, 3만원까지 캐시백 이벤트!",2017.11.01~2017.11.30
"비수기 초특가, 지금이 바로 떠날 기회!",2017.11.01~2017.11.30
허니문을 특별하게,2017.06.08~2017.11.30
더아웃넷 12% 캐시백!,2017.11.01~2017.11.30
삼성프라임론 이자율 할인+주유권 혜택,2017.11.01~2017.11.30
스마트오토케어 신규 가입 혜택,2017.11.16~2017.11.30
일본 지역 호텔 예약하면 혜택이 따라와요,2017.11.27~2017.11.29
보험상품 제안하면 도미노피자 행운!,2017.11.16~2017.11.29
크리스피 크림 도넛 1+1,2017.11.16~2017.11.28
지금이 기회! 항공권 할인에 푸켓 1박 무료까지,2017.11.01~2017.11.26
"여행 가기 딱 좋은 항공권 혜택, 여기 딱 모였다!",2017.11.01~2017.11.26
2017 하나투어 온라인 여행박람회,2017.11.06~2017.11.26
11월엔 푸켓으로! 삼성카드 여행 X프라이빗 라벨 혜택,2017.11.01~2017.11.26
12월 듀오 미팅파티 이벤트,2017.10.23~2017.11.26
생활앱 × 눔코치 건강 코칭 2주 무료 행운!,2017.10.16~2017.11.26
올 겨울엔 다낭·푸켓으로~ 혜택 받고 떠날 기회!,2017.11.01~2017.11.26
아지냥이 펫모델 콘테스트! 추천받으면 화보 촬영!,2017.10.17~2017.11.24
"다이렉트 오토 퀴즈 맞히고, 스타벅스 행운 받기!",2017.10.26~2017.11.16
육스닷컴 할인 이벤트,2017.11.01~2017.11.15
11월 현대해상주유권프로모션,2017.11.01~2017.11.15
"부킹닷컴 10% 특가에 캐시백, 2주간의 호텔 예약 혜택!",2017.11.01~2017.11.15
프리미엄 열린나눔 아트앤조이 서울,2017.11.01~2017.11.13
아지냥이 친구 추천하면 스타벅스 기프티콘 100% 증정!,2017.10.18~2017.11.12
"드림카 조회만 해도, 결제대금 전액 차감",2017.09.25~2017.11.12
삼성카드 스테이지 08 '음악을 읽다',2017.09.20~2017.11.04
